timestamp,open,high,low,close,volume
2025-05-15 12:40:00,2563.64,2564.14,2562.11,2564.14,324.9788
2025-05-15 12:35:00,2576.89,2579.61,2563.33,2563.64,4767.8819
2025-05-15 12:30:00,2550.86,2577.2,2548.96,2576.88,11455.0838
2025-05-15 12:25:00,2552.8,2556.75,2549.92,2550.86,1243.1752
2025-05-15 12:20:00,2548.99,2556.05,2547.25,2552.79,1878.1713
2025-05-15 12:15:00,2547.23,2553.27,2544.0,2548.99,1432.7794
2025-05-15 12:10:00,2547.74,2551.82,2545.32,2547.24,1013.7525
2025-05-15 12:05:00,2551.84,2555.28,2543.14,2547.74,2151.8229
2025-05-15 12:00:00,2554.71,2559.22,2551.77,2551.85,1518.3497
2025-05-15 11:55:00,2552.66,2555.99,2550.48,2554.71,1252.4552
2025-05-15 11:50:00,2550.9,2552.74,2548.55,2552.66,955.4871
2025-05-15 11:45:00,2552.96,2553.0,2548.37,2550.9,2123.1825
2025-05-15 11:40:00,2554.39,2557.07,2552.07,2552.95,1377.4151
2025-05-15 11:35:00,2557.29,2557.5,2552.77,2554.38,1703.8316
2025-05-15 11:30:00,2556.37,2565.62,2556.0,2557.28,2025.7187
2025-05-15 11:25:00,2555.61,2558.81,2553.63,2556.38,1253.5222
2025-05-15 11:20:00,2557.36,2559.8,2555.0,2555.61,1068.8734
2025-05-15 11:15:00,2548.58,2558.95,2547.49,2557.37,2275.6864
2025-05-15 11:10:00,2554.28,2556.0,2546.99,2548.58,1741.6541
2025-05-15 11:05:00,2553.49,2555.28,2548.89,2554.27,1942.3464
2025-05-15 11:00:00,2543.57,2553.69,2542.75,2553.48,2535.3639
2025-05-15 10:55:00,2539.3,2545.99,2534.56,2543.57,2052.0847
2025-05-15 10:50:00,2527.3,2539.99,2526.81,2539.29,5599.84
2025-05-15 10:45:00,2527.13,2529.86,2517.53,2527.29,4830.0386
2025-05-15 10:40:00,2534.19,2534.91,2524.88,2527.13,1687.0442
