--- OHLCV Data for ETH/USDT - Timeframe: 15m ---
Columns: Timestamp | Open | High | Low | Close | Volume
-------------------------------------------------------
Timestamp: 2025-05-15T13:30:00 | Open: 2561.31 | High: 2568.41 | Low: 2558.14 | Close: 2567.57 | Volume: 984.1241
Timestamp: 2025-05-15T13:15:00 | Open: 2564.08 | High: 2567.0 | Low: 2557.15 | Close: 2561.31 | Volume: 3614.269
Timestamp: 2025-05-15T13:00:00 | Open: 2553.0 | High: 2565.66 | Low: 2547.0 | Close: 2564.07 | Volume: 3272.9855
Timestamp: 2025-05-15T12:45:00 | Open: 2566.23 | High: 2567.0 | Low: 2544.65 | Close: 2553.0 | Volume: 6835.6689
Timestamp: 2025-05-15T12:30:00 | Open: 2550.86 | High: 2579.61 | Low: 2548.96 | Close: 2566.24 | Volume: 18582.2661
Timestamp: 2025-05-15T12:15:00 | Open: 2547.23 | High: 2556.75 | Low: 2544.0 | Close: 2550.86 | Volume: 4554.1259
Timestamp: 2025-05-15T12:00:00 | Open: 2554.71 | High: 2559.22 | Low: 2543.14 | Close: 2547.24 | Volume: 4683.9251
Timestamp: 2025-05-15T11:45:00 | Open: 2552.96 | High: 2555.99 | Low: 2548.37 | Close: 2554.71 | Volume: 4331.1248
Timestamp: 2025-05-15T11:30:00 | Open: 2556.37 | High: 2565.62 | Low: 2552.07 | Close: 2552.95 | Volume: 5106.9654
Timestamp: 2025-05-15T11:15:00 | Open: 2548.58 | High: 2559.8 | Low: 2547.49 | Close: 2556.38 | Volume: 4598.082
Timestamp: 2025-05-15T11:00:00 | Open: 2543.57 | High: 2556.0 | Low: 2542.75 | Close: 2548.58 | Volume: 6219.3644
Timestamp: 2025-05-15T10:45:00 | Open: 2527.13 | High: 2545.99 | Low: 2517.53 | Close: 2543.57 | Volume: 12481.9633
Timestamp: 2025-05-15T10:30:00 | Open: 2540.54 | High: 2541.89 | Low: 2524.88 | Close: 2527.13 | Volume: 4662.6225
Timestamp: 2025-05-15T10:15:00 | Open: 2529.62 | High: 2545.0 | Low: 2528.91 | Close: 2540.55 | Volume: 6441.8791
Timestamp: 2025-05-15T10:00:00 | Open: 2539.31 | High: 2541.82 | Low: 2522.81 | Close: 2529.62 | Volume: 8436.1063
Timestamp: 2025-05-15T09:45:00 | Open: 2537.14 | High: 2543.58 | Low: 2522.35 | Close: 2539.3 | Volume: 8915.5692
Timestamp: 2025-05-15T09:30:00 | Open: 2550.6 | High: 2552.15 | Low: 2533.26 | Close: 2537.14 | Volume: 8343.2503
Timestamp: 2025-05-15T09:15:00 | Open: 2547.4 | High: 2554.68 | Low: 2540.03 | Close: 2550.61 | Volume: 5059.8488
Timestamp: 2025-05-15T09:00:00 | Open: 2564.44 | High: 2566.64 | Low: 2547.31 | Close: 2547.4 | Volume: 7750.396
Timestamp: 2025-05-15T08:45:00 | Open: 2553.17 | High: 2567.65 | Low: 2553.17 | Close: 2564.44 | Volume: 4815.3986
Timestamp: 2025-05-15T08:30:00 | Open: 2548.51 | High: 2560.85 | Low: 2546.52 | Close: 2553.18 | Volume: 7978.5514
