timestamp,open,high,low,close,volume
2025-05-15 12:30:00,102536.51,102838.82,102428.0,102694.38,365.05874
2025-05-15 12:15:00,102300.93,102610.0,102283.22,102536.52,162.16904
2025-05-15 12:00:00,102371.62,102450.0,102271.58,102300.92,106.95912
2025-05-15 11:45:00,102265.36,102419.43,102202.97,102371.61,119.90079
2025-05-15 11:30:00,102281.3,102441.0,102195.09,102265.36,170.32973
2025-05-15 11:15:00,102076.11,102336.0,102053.79,102281.31,208.80583
2025-05-15 11:00:00,101804.75,102152.31,101790.2,102076.12,163.7092
2025-05-15 10:45:00,101673.42,101840.96,101600.0,101804.74,143.50844
2025-05-15 10:30:00,101906.34,101906.35,101626.08,101673.43,105.71553
2025-05-15 10:15:00,101752.48,101930.58,101724.49,101906.34,143.25003
2025-05-15 10:00:00,101823.4,101874.33,101630.3,101752.48,101.71025
2025-05-15 09:45:00,101699.62,101969.74,101500.0,101823.39,333.1901
2025-05-15 09:30:00,101977.19,101992.41,101617.08,101699.63,241.34729
2025-05-15 09:15:00,102007.51,102060.0,101874.5,101977.19,166.05394
2025-05-15 09:00:00,102274.65,102274.66,102007.5,102007.5,119.7335
2025-05-15 08:45:00,102173.89,102327.0,102159.47,102274.65,122.97811
2025-05-15 08:30:00,102055.98,102307.5,102036.26,102173.89,201.56825
2025-05-15 08:15:00,101976.36,102095.24,101900.0,102055.98,100.71903
2025-05-15 08:00:00,101779.99,102063.5,101758.97,101976.37,169.58702
2025-05-15 07:45:00,101888.71,101888.71,101724.17,101779.99,161.23663
2025-05-15 07:30:00,101893.34,101986.85,101785.0,101888.7,210.77528
2025-05-15 07:15:00,102088.0,102126.99,101888.0,101893.34,244.3467
2025-05-15 07:00:00,102247.41,102440.0,102088.0,102088.01,151.96352
2025-05-15 06:45:00,102190.48,102285.72,102176.57,102247.4,116.8407
2025-05-15 06:30:00,102634.92,102649.59,102140.0,102190.47,186.27452
2025-05-15 06:15:00,102556.99,102686.1,102475.99,102634.92,140.71013
2025-05-15 06:00:00,102375.31,102577.55,102333.35,102556.99,270.32687
2025-05-15 05:45:00,102491.12,102506.13,102336.7,102375.31,132.99022
2025-05-15 05:30:00,102559.55,102633.35,102388.0,102491.11,136.22023
2025-05-15 05:15:00,102625.0,102656.79,102547.5,102559.55,145.41393
2025-05-15 05:00:00,102891.76,102922.17,102625.0,102625.0,104.79426
2025-05-15 04:45:00,102876.76,102917.71,102770.63,102891.76,62.62702
2025-05-15 04:30:00,102839.37,102962.38,102800.0,102876.76,82.79032
2025-05-15 04:15:00,102740.08,102910.12,102740.08,102839.37,79.12635
2025-05-15 04:00:00,102753.62,102902.24,102711.0,102740.09,127.22561
2025-05-15 03:45:00,102847.08,102888.0,102720.0,102753.63,97.01596
2025-05-15 03:30:00,102926.6,102959.33,102832.79,102847.07,125.40037
2025-05-15 03:15:00,102874.28,102994.96,102800.0,102926.6,120.11006
2025-05-15 03:00:00,103047.62,103142.86,102863.91,102874.27,123.88229
2025-05-15 02:45:00,102950.68,103159.3,102921.0,103047.62,118.52175
2025-05-15 02:30:00,103009.72,103047.62,102916.05,102950.67,89.26137
2025-05-15 02:15:00,103053.85,103155.59,102952.38,103009.72,91.29286
2025-05-15 02:00:00,103033.51,103206.35,102968.82,103053.84,147.15477
2025-05-15 01:45:00,103272.39,103332.08,102968.16,103033.52,226.86495
2025-05-15 01:30:00,103475.2,103496.4,103179.29,103272.4,184.41743
2025-05-15 01:15:00,103582.89,103666.67,103450.42,103475.19,83.82907
2025-05-15 01:00:00,103801.85,103801.86,103571.43,103582.9,73.56067
2025-05-15 00:45:00,103841.26,103866.51,103765.16,103801.85,79.20731
2025-05-15 00:30:00,103768.24,103841.27,103688.54,103841.27,75.74732
2025-05-15 00:15:00,103704.99,103827.45,103704.99,103768.24,87.67956
2025-05-15 00:00:00,103507.83,103705.0,103492.06,103704.99,73.85147
2025-05-14 23:45:00,103535.88,103608.73,103507.82,103507.82,37.83721
2025-05-14 23:30:00,103548.8,103592.14,103535.87,103535.88,59.53135
2025-05-14 23:15:00,103544.51,103548.81,103357.77,103548.8,80.04648
2025-05-14 23:00:00,103511.46,103544.51,103400.94,103544.51,46.97564
2025-05-14 22:45:00,103467.96,103523.81,103430.63,103511.46,37.151
2025-05-14 22:30:00,103537.23,103540.0,103455.81,103467.96,27.00087
2025-05-14 22:15:00,103472.18,103550.53,103472.17,103537.23,26.67248
2025-05-14 22:00:00,103647.39,103658.3,103472.17,103472.18,48.54772
2025-05-14 21:45:00,103558.77,103667.52,103549.62,103647.39,51.901
2025-05-14 21:30:00,103529.63,103614.69,103445.45,103558.77,46.85053
2025-05-14 21:15:00,103467.05,103555.56,103467.05,103529.62,26.67053
2025-05-14 21:00:00,103555.52,103575.63,103434.55,103467.05,60.8323
2025-05-14 20:45:00,103506.04,103658.35,103501.36,103555.51,68.53706
2025-05-14 20:30:00,103431.32,103510.0,103384.76,103506.03,36.41121
2025-05-14 20:15:00,103320.17,103450.65,103320.17,103431.33,29.50375
2025-05-14 20:00:00,103321.73,103492.07,103304.66,103320.18,60.6823
2025-05-14 19:45:00,103493.57,103493.57,103243.0,103321.72,82.83944
2025-05-14 19:30:00,103540.21,103550.29,103448.48,103493.57,74.56213
2025-05-14 19:15:00,103548.4,103720.44,103538.11,103540.21,147.46321
2025-05-14 19:00:00,103523.8,103576.0,103459.04,103548.41,87.32887
2025-05-14 18:45:00,103301.59,103523.81,103221.16,103523.81,88.11954
2025-05-14 18:30:00,103247.62,103456.65,103183.68,103301.58,66.34104
2025-05-14 18:15:00,103130.84,103460.31,103029.45,103247.63,162.89907
2025-05-14 18:00:00,103246.78,103299.98,103088.0,103130.84,76.6225
2025-05-14 17:45:00,103094.17,103255.34,103062.71,103246.79,88.54902
2025-05-14 17:30:00,102880.67,103153.1,102857.14,103094.17,84.73326
2025-05-14 17:15:00,103136.93,103144.12,102602.05,102880.67,261.84117
2025-05-14 17:00:00,103363.66,103428.58,103074.96,103136.93,160.22788
2025-05-14 16:45:00,103385.47,103484.0,103173.55,103363.65,117.49074
2025-05-14 16:30:00,103460.31,103598.1,103363.08,103385.46,138.508
2025-05-14 16:15:00,103607.28,103607.28,103300.0,103460.31,102.48964
2025-05-14 16:00:00,103514.24,103614.61,103431.51,103607.27,116.96133
2025-05-14 15:45:00,103398.83,103555.56,103206.89,103514.24,131.77622
2025-05-14 15:30:00,103417.03,103523.81,103306.32,103398.84,196.56217
2025-05-14 15:15:00,103290.99,103423.88,103091.76,103417.03,153.3218
2025-05-14 15:00:00,103265.47,103291.0,102833.55,103291.0,374.49141
2025-05-14 14:45:00,103286.36,103468.99,103170.75,103265.46,182.99252
2025-05-14 14:30:00,103081.2,103346.15,102902.0,103286.35,403.71855
2025-05-14 14:15:00,103470.64,103475.79,103081.2,103081.2,748.84574
2025-05-14 14:00:00,103970.87,103971.88,103348.89,103470.38,614.53941
2025-05-14 13:45:00,103712.8,103970.88,103492.06,103970.87,785.29561
2025-05-14 13:30:00,104095.23,104356.95,103692.3,103712.79,722.92793
2025-05-14 13:15:00,104042.25,104120.0,103938.42,104095.23,152.53034
2025-05-14 13:00:00,103999.99,104051.41,103833.82,104042.25,246.51227
2025-05-14 12:45:00,104199.99,104208.77,103969.9,103999.99,96.67348
2025-05-14 12:30:00,104016.69,104200.0,103942.02,104200.0,97.02277
2025-05-14 12:15:00,104054.94,104188.0,104009.82,104016.68,160.36063
2025-05-14 12:00:00,103944.93,104105.12,103907.45,104054.94,134.47361
2025-05-14 11:45:00,104085.97,104085.97,103910.84,103944.93,136.69988
2025-05-14 11:30:00,103905.5,104145.0,103905.5,104085.97,194.39444
2025-05-14 11:15:00,103952.39,103990.0,103848.45,103905.5,104.27097
2025-05-14 11:00:00,103708.5,103952.39,103708.5,103952.39,147.67492
2025-05-14 10:45:00,103809.52,103847.71,103650.21,103708.49,111.83316
2025-05-14 10:30:00,103829.03,103881.62,103768.8,103809.52,134.90329
2025-05-14 10:15:00,103651.06,103929.32,103553.31,103829.02,193.63164
2025-05-14 10:00:00,103485.73,103662.18,103460.72,103651.07,264.02091
2025-05-14 09:45:00,103234.06,103496.05,103234.06,103485.73,120.30608
2025-05-14 09:30:00,103334.86,103348.88,103180.9,103234.06,228.3902
2025-05-14 09:15:00,103129.58,103336.43,103129.47,103334.86,245.83204
2025-05-14 09:00:00,103200.0,103300.78,102875.22,103129.57,597.17195
2025-05-14 08:45:00,103719.99,103737.07,103187.0,103200.0,497.89923
2025-05-14 08:30:00,103644.83,103720.0,103500.0,103719.99,106.23559
2025-05-14 08:15:00,103569.02,103721.68,103498.94,103644.83,97.64603
2025-05-14 08:00:00,103716.55,103888.0,103464.29,103569.03,354.85268
2025-05-14 07:45:00,103648.08,103800.0,103637.72,103716.55,306.22384
2025-05-14 07:30:00,103489.64,103648.09,103422.61,103648.08,166.19583
2025-05-14 07:15:00,103631.09,103631.09,103381.02,103489.64,195.86309
2025-05-14 07:00:00,103757.5,103757.5,103631.08,103631.08,117.94288
2025-05-14 06:45:00,103725.28,103804.62,103662.82,103757.5,75.70157
2025-05-14 06:30:00,103770.36,103782.97,103681.76,103725.27,76.43044
2025-05-14 06:15:00,103848.5,103893.09,103702.17,103770.36,104.78692
2025-05-14 06:00:00,103896.7,103952.39,103785.16,103848.51,124.40372
2025-05-14 05:45:00,103833.69,103971.0,103815.46,103896.71,192.08991
2025-05-14 05:30:00,103743.34,103841.27,103687.13,103833.69,147.85351
2025-05-14 05:15:00,103751.66,103841.27,103743.33,103743.33,49.07056
2025-05-14 05:00:00,103743.02,103896.0,103706.86,103751.67,117.87238
2025-05-14 04:45:00,103796.33,103842.98,103709.09,103743.02,118.02386
2025-05-14 04:30:00,103670.9,103837.55,103611.42,103796.32,165.33314
2025-05-14 04:15:00,103549.19,103682.54,103482.73,103670.9,79.01946
2025-05-14 04:00:00,103587.44,103587.44,103471.36,103549.19,65.44288
2025-05-14 03:45:00,103599.99,103609.85,103539.48,103587.44,133.46076
2025-05-14 03:30:00,103524.99,103600.0,103453.26,103600.0,126.35319
2025-05-14 03:15:00,103650.1,103650.8,103503.4,103524.98,82.77477
2025-05-14 03:00:00,103713.27,103777.78,103526.32,103650.1,73.15816
2025-05-14 02:45:00,103752.0,103752.01,103609.36,103713.27,66.34563
2025-05-14 02:30:00,103601.09,103752.01,103571.42,103752.0,81.23857
2025-05-14 02:15:00,103721.97,103750.0,103587.3,103601.08,97.89935
2025-05-14 02:00:00,103734.81,103786.21,103496.82,103721.96,236.13034
2025-05-14 01:45:00,104018.32,104082.71,103700.0,103734.82,496.12067
2025-05-14 01:30:00,103893.03,104076.17,103873.01,104018.33,218.74522
2025-05-14 01:15:00,104031.74,104058.94,103825.73,103893.02,139.03679
2025-05-14 01:00:00,103920.77,104037.98,103825.63,104031.74,220.86013
2025-05-14 00:45:00,103840.0,104003.68,103809.65,103920.76,135.19781
2025-05-14 00:30:00,103904.76,104017.35,103763.85,103839.99,133.7609
2025-05-14 00:15:00,103951.37,104087.08,103818.47,103904.76,174.60393
2025-05-14 00:00:00,104103.72,104115.86,103896.61,103951.36,595.03215
2025-05-13 23:45:00,104147.61,104285.66,104103.72,104103.72,252.57184
2025-05-13 23:30:00,103985.17,104158.74,103985.16,104147.61,59.47869
2025-05-13 23:15:00,104135.34,104190.48,103958.37,103985.16,69.46425
2025-05-13 23:00:00,104128.5,104182.21,103869.01,104135.35,174.42955
2025-05-13 22:45:00,104237.38,104259.29,104100.0,104128.5,91.65315
2025-05-13 22:30:00,104258.68,104346.11,104141.61,104237.37,90.29823
2025-05-13 22:15:00,104213.55,104326.58,104117.79,104258.68,178.21036
2025-05-13 22:00:00,104342.7,104432.03,104176.82,104213.55,142.56337
2025-05-13 21:45:00,104317.46,104384.75,104230.14,104342.71,85.47731
